,osm_id,infra_type,geometry,lanes,bridge,lit,length,road_type,length_rp10,val_rp10,length_rp20,val_rp20,length_rp50,val_rp50,length_rp100,val_rp100,length_rp200,val_rp200,length_rp500,val_rp500,NUTS-3,NUTS-2,NUTS-1,NUTS-0,dam_C1_rp10,dam_C1_rp20,dam_C1_rp50,dam_C1_rp100,dam_C1_rp200,dam_C1_rp500,dam_C2_rp10,dam_C2_rp20,dam_C2_rp50,dam_C2_rp100,dam_C2_rp200,dam_C2_rp500,dam_C3_rp10,dam_C3_rp20,dam_C3_rp50,dam_C3_rp100,dam_C3_rp200,dam_C3_rp500,dam_C4_rp10,dam_C4_rp20,dam_C4_rp50,dam_C4_rp100,dam_C4_rp200,dam_C4_rp500,dam_C5_rp10,dam_C5_rp20,dam_C5_rp50,dam_C5_rp100,dam_C5_rp200,dam_C5_rp500,dam_C6_rp10,dam_C6_rp20,dam_C6_rp50,dam_C6_rp100,dam_C6_rp200,dam_C6_rp500,dam_HZ_rp10,dam_HZ_rp20,dam_HZ_rp50,dam_HZ_rp100,dam_HZ_rp200,dam_HZ_rp500
924,484539279,residential,"LINESTRING (19.6470508 41.6502489, 19.6470324 41.6500693, 19.6471186 41.6500233, 19.648325 41.649951)",1.0,,,0.12969977619841883,other,0.12963644794007534,118,0.12963644794007534,141,0.12963644794007534,162,0.12963644794007534,170,0.12963644794007534,181,0.12963644794007534,192,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(347.43, 521.14, 694.85, 868.56, 1042.28)","(377.24, 565.86, 754.48, 943.11, 1131.73)","(404.47, 606.7, 808.93, 1011.16, 1213.4)","(414.84, 622.25, 829.67, 1037.09, 1244.51)","(429.1, 643.64, 858.19, 1072.74, 1287.29)","(443.36, 665.03, 886.71, 1108.39, 1330.07)","(2779.41, 4169.11, 5558.81, 6948.51, 8338.22)","(3017.94, 4526.9, 6035.87, 7544.84, 9053.81)","(3235.73, 4853.59, 6471.45, 8089.31, 9707.18)","(3318.69, 4978.04, 6637.39, 8296.73, 9956.08)","(3432.77, 5149.16, 6865.55, 8581.93, 10298.32)","(3546.85, 5320.28, 7093.71, 8867.13, 10640.56)",4538.57,5119.99,5580.85,5736.41,5950.31,6164.21
925,484539280,residential,"LINESTRING (19.6440198 41.6443789, 19.6440198 41.6448953, 19.6440945 41.6449442, 19.6476472 41.6446698)",1.0,,,0.3636378078864189,other,0.3631546251617715,0,0.25228214204609656,98,0.25228214204609656,112,0.25228224371367214,118,0.25228227024164773,126,0.2522822437136722,134,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(620.61, 930.92, 1241.23, 1551.54, 1861.84)","(660.98, 991.47, 1321.96, 1652.45, 1982.94)","(676.12, 1014.17, 1352.23, 1690.29, 2028.35)","(696.3, 1044.45, 1392.6, 1740.75, 2088.9)","(716.48, 1074.72, 1432.96, 1791.2, 2149.44)","(0.0, 0.0, 0.0, 0.0, 0.0)","(4964.91, 7447.37, 9929.83, 12412.28, 14894.74)","(5287.83, 7931.75, 10575.67, 13219.58, 15863.5)","(5408.93, 8113.4, 10817.86, 13522.33, 16226.79)","(5570.39, 8355.59, 11140.79, 13925.98, 16711.18)","(5731.85, 8597.78, 11463.71, 14329.63, 17195.56)",6809.15,7818.22,8537.23,8832.4,9225.96,9619.52
926,484539281,residential,"LINESTRING (19.6449725 41.6462354, 19.6448873 41.6449003)",1.0,,,0.14855056478895529,other,0.1484545379750692,0,0.1484545379750692,228,0.1484545379750692,244,0.1484545379750692,251,0.1484545379749957,259,0.1484545379750692,268,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(535.18, 802.77, 1070.36, 1337.95, 1605.54)","(544.09, 816.13, 1088.17, 1360.21, 1632.26)","(547.98, 821.97, 1095.97, 1369.96, 1643.95)","(552.44, 828.65, 1104.87, 1381.09, 1657.31)","(557.45, 836.17, 1114.89, 1393.62, 1672.34)","(0.0, 0.0, 0.0, 0.0, 0.0)","(4229.47, 6344.2, 8458.94, 10573.67, 12688.41)","(4271.04, 6406.56, 8542.07, 10677.59, 12813.11)","(4289.22, 6433.83, 8578.45, 10723.06, 12867.67)","(4310.01, 6465.01, 8620.01, 10775.02, 12930.02)","(4333.39, 6500.08, 8666.78, 10833.47, 13000.16)",2783.52,7704.79,7972.01,8088.92,8222.53,8372.84
927,484539282,residential,"LINESTRING (19.6436512 41.6431574, 19.644816 41.6433687)",1.0,,,0.10001407675171545,other,0.09983913250611781,0,0.09983908628177153,27,0.09983908628177153,62,0.09983908628177153,67,0.09983908628177153,72,0.09983908628177153,77,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(80.87, 121.3, 161.74, 202.17, 242.61)","(173.72, 260.58, 347.44, 434.3, 521.16)","(183.7, 275.56, 367.41, 459.26, 551.11)","(193.69, 290.53, 387.38, 484.22, 581.06)","(203.67, 305.51, 407.34, 509.18, 611.02)","(0.0, 0.0, 0.0, 0.0, 0.0)","(646.96, 970.44, 1293.91, 1617.39, 1940.87)","(1389.76, 2084.64, 2779.52, 3474.4, 4169.28)","(1469.63, 2204.45, 2939.26, 3674.08, 4408.89)","(1549.5, 2324.25, 3099.01, 3873.76, 4648.51)","(1629.37, 2444.06, 3258.75, 4073.43, 4888.12)",1871.98,1871.98,2177.49,2304.79,2432.08,2559.37
928,485400279,track,"LINESTRING (19.8239949 41.6954353, 19.8241183 41.6955474)",1.0,,,0.016141246408150567,track,0.016141246408150567,2555,0.016141246408150567,3125,0.016141246408150567,3732,0.016141246408150567,3764,0.016141246408150567,3781,0.016141246408150567,3797,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(16.14, 22.19, 28.25, 34.3, 40.35)","(16.14, 22.19, 28.25, 34.3, 40.35)","(16.14, 22.19, 28.25, 34.3, 40.35)","(16.14, 22.19, 28.25, 34.3, 40.35)","(16.14, 22.19, 28.25, 34.3, 40.35)","(16.14, 22.19, 28.25, 34.3, 40.35)","(112.99, 155.36, 197.73, 240.1, 282.47)","(112.99, 155.36, 197.73, 240.1, 282.47)","(112.99, 155.36, 197.73, 240.1, 282.47)","(112.99, 155.36, 197.73, 240.1, 282.47)","(112.99, 155.36, 197.73, 240.1, 282.47)","(112.99, 155.36, 197.73, 240.1, 282.47)",1210.59,1210.59,1210.59,1210.59,1210.59,1210.59
929,485400280,track,"LINESTRING (19.823378 41.6947363, 19.8237214 41.6952711, 19.8239949 41.6954353, 19.8250786 41.6949586, 19.8265833 41.6940894)",1.0,,,0.359827333071162,track,0.3578381526854359,1655,0.3578381526854359,2225,0.3578381526854359,2831,0.3578381526854359,2864,0.3578381526854359,2881,0.3578381526854359,2897,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(357.84, 492.03, 626.22, 760.41, 894.6)","(357.84, 492.03, 626.22, 760.41, 894.6)","(357.84, 492.03, 626.22, 760.41, 894.6)","(357.84, 492.03, 626.22, 760.41, 894.6)","(357.84, 492.03, 626.22, 760.41, 894.6)","(357.84, 492.03, 626.22, 760.41, 894.6)","(2504.87, 3444.19, 4383.52, 5322.84, 6262.17)","(2504.87, 3444.19, 4383.52, 5322.84, 6262.17)","(2504.87, 3444.19, 4383.52, 5322.84, 6262.17)","(2504.87, 3444.19, 4383.52, 5322.84, 6262.17)","(2504.87, 3444.19, 4383.52, 5322.84, 6262.17)","(2504.87, 3444.19, 4383.52, 5322.84, 6262.17)",26837.86,26837.86,26837.86,26837.86,26837.86,26837.86
930,485400281,track,"LINESTRING (19.8243678 41.6961943, 19.8243302 41.6960421)",1.0,,,0.017191778796390462,track,0.01719177879585642,1655,0.01719177879585642,2225,0.01719177879585642,2831,0.01719177879585642,2864,0.01719177879585642,2881,0.01719177879585642,2897,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(17.19, 23.64, 30.09, 36.53, 42.98)","(17.19, 23.64, 30.09, 36.53, 42.98)","(17.19, 23.64, 30.09, 36.53, 42.98)","(17.19, 23.64, 30.09, 36.53, 42.98)","(17.19, 23.64, 30.09, 36.53, 42.98)","(17.19, 23.64, 30.09, 36.53, 42.98)","(120.34, 165.47, 210.6, 255.73, 300.86)","(120.34, 165.47, 210.6, 255.73, 300.86)","(120.34, 165.47, 210.6, 255.73, 300.86)","(120.34, 165.47, 210.6, 255.73, 300.86)","(120.34, 165.47, 210.6, 255.73, 300.86)","(120.34, 165.47, 210.6, 255.73, 300.86)",1289.38,1289.38,1289.38,1289.38,1289.38,1289.38
931,485400282,track,"LINESTRING (19.8230022 41.6966942, 19.8240593 41.6962304, 19.8245394 41.6962043, 19.824695 41.6961262)",1.0,,,0.15799365311049432,track,0.1576248538628236,1455,0.1576248538628236,2025,0.1576248538628236,2631,0.1576248538628236,2664,0.15762485386282363,2681,0.1576248538628236,2697,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(157.62, 216.73, 275.84, 334.95, 394.06)","(157.62, 216.73, 275.84, 334.95, 394.06)","(157.62, 216.73, 275.84, 334.95, 394.06)","(157.62, 216.73, 275.84, 334.95, 394.06)","(157.62, 216.73, 275.84, 334.95, 394.06)","(157.62, 216.73, 275.84, 334.95, 394.06)","(1103.37, 1517.14, 1930.9, 2344.67, 2758.43)","(1103.37, 1517.14, 1930.9, 2344.67, 2758.43)","(1103.37, 1517.14, 1930.9, 2344.67, 2758.43)","(1103.37, 1517.14, 1930.9, 2344.67, 2758.43)","(1103.37, 1517.14, 1930.9, 2344.67, 2758.43)","(1103.37, 1517.14, 1930.9, 2344.67, 2758.43)",11821.86,11821.86,11821.86,11821.86,11821.86,11821.86
932,485400283,path,"LINESTRING (19.8241183 41.6955474, 19.8243302 41.6960421)",1.0,yes,,0.057825627367163256,track,0.05770707620149089,2555,0.05770707620149089,3125,0.05770707620149089,3732,0.05770707620149089,3764,0.05770707620149089,3781,0.05770707620149089,3797,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(57.71, 79.35, 100.99, 122.63, 144.27)","(57.71, 79.35, 100.99, 122.63, 144.27)","(57.71, 79.35, 100.99, 122.63, 144.27)","(57.71, 79.35, 100.99, 122.63, 144.27)","(57.71, 79.35, 100.99, 122.63, 144.27)","(57.71, 79.35, 100.99, 122.63, 144.27)","(403.95, 555.43, 706.91, 858.39, 1009.87)","(403.95, 555.43, 706.91, 858.39, 1009.87)","(403.95, 555.43, 706.91, 858.39, 1009.87)","(403.95, 555.43, 706.91, 858.39, 1009.87)","(403.95, 555.43, 706.91, 858.39, 1009.87)","(403.95, 555.43, 706.91, 858.39, 1009.87)",4328.03,4328.03,4328.03,4328.03,4328.03,4328.03
933,485400304,track,"LINESTRING (19.8271479 41.6977094, 19.8280625 41.6976834, 19.8279391 41.6975892, 19.8278144 41.6972307, 19.8272007 41.6967028)",1.0,,,0.21790586727593647,track,0.01211776808397495,655,0.01211776808397495,1225,0.01211776808397495,1831,0.01211776808397495,1864,0.01211776808397495,1881,0.01211776808397495,1897,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(12.12, 16.66, 21.21, 25.75, 30.29)","(12.12, 16.66, 21.21, 25.75, 30.29)","(12.12, 16.66, 21.21, 25.75, 30.29)","(12.12, 16.66, 21.21, 25.75, 30.29)","(12.12, 16.66, 21.21, 25.75, 30.29)","(12.12, 16.66, 21.21, 25.75, 30.29)","(84.82, 116.63, 148.44, 180.25, 212.06)","(84.82, 116.63, 148.44, 180.25, 212.06)","(84.82, 116.63, 148.44, 180.25, 212.06)","(84.82, 116.63, 148.44, 180.25, 212.06)","(84.82, 116.63, 148.44, 180.25, 212.06)","(84.82, 116.63, 148.44, 180.25, 212.06)",908.83,908.83,908.83,908.83,908.83,908.83
934,485400312,track,"LINESTRING (19.8257721 41.6967091, 19.825442 41.6968768, 19.8251443 41.6969128, 19.824353 41.6968167, 19.8232855 41.697013, 19.8230817 41.6971471, 19.8226176 41.6977279, 19.8221187 41.6990697, 19.8222475 41.6991578, 19.8224192 41.6991258, 19.8232104 41.6986802, 19.8230522 41.6991448, 19.8227571 41.6996375, 19.8228671 41.700024, 19.8226686 41.7004425, 19.8227678 41.7006668, 19.8229127 41.700783, 19.823087 41.7017002, 19.8231809 41.7019245, 19.8234867 41.7019305, 19.8237656 41.7022329, 19.8247956 41.7024952)",1.0,,,1.1246080356203605,track,0.24665088056632054,888,0.3180812615638783,1125,0.3180812615638782,1731,0.3180812615638783,1764,0.3180812615638783,1781,0.3180812615638783,1797,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(246.65, 339.14, 431.64, 524.13, 616.63)","(318.08, 437.36, 556.64, 675.92, 795.2)","(318.08, 437.36, 556.64, 675.92, 795.2)","(318.08, 437.36, 556.64, 675.92, 795.2)","(318.08, 437.36, 556.64, 675.92, 795.2)","(318.08, 437.36, 556.64, 675.92, 795.2)","(1726.56, 2374.01, 3021.47, 3668.93, 4316.39)","(2226.57, 3061.53, 3896.5, 4731.46, 5566.42)","(2226.57, 3061.53, 3896.5, 4731.46, 5566.42)","(2226.57, 3061.53, 3896.5, 4731.46, 5566.42)","(2226.57, 3061.53, 3896.5, 4731.46, 5566.42)","(2226.57, 3061.53, 3896.5, 4731.46, 5566.42)",18498.82,23856.09,23856.09,23856.09,23856.09,23856.09
935,490756361,track,"LINESTRING (19.7865446 41.738814, 19.7865971 41.7387948, 19.7862688 41.7382465, 19.786424 41.7378198, 19.7863704 41.7367289, 19.7868216 41.7363605, 19.7875263 41.736263, 19.7875686 41.7361632, 19.7874856 41.7360985, 19.7869571 41.7360315, 19.7865155 41.7360868, 19.7859348 41.736708, 19.7850153 41.7370081, 19.7848787 41.7371157, 19.7846954 41.7379581, 19.7845331 41.7379721, 19.7841229 41.7378187)",1.0,,,0.8004909941233933,track,0.7912379548159753,0,0.7912379548159753,0,0.03677904159774451,10,0.03677904159774451,18,0.03677904159774451,23,0.03677904159774451,32,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(2.21, 3.03, 3.86, 4.69, 5.52)","(3.97, 5.46, 6.95, 8.44, 9.93)","(5.08, 6.98, 8.88, 10.79, 12.69)","(7.06, 9.71, 12.36, 15.01, 17.65)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(17.65, 24.27, 30.89, 37.51, 44.13)","(31.78, 43.69, 55.61, 67.53, 79.44)","(40.6, 55.83, 71.06, 86.28, 101.51)","(56.49, 77.68, 98.86, 120.05, 141.23)",14835.71,14835.71,689.61,689.61,689.61,689.61
936,490756369,trunk,"LINESTRING (19.7838749 41.7367752, 19.7839945 41.7371117)",2.0,yes,,0.03867614117104241,trunk,0.03867614117104241,67,0.03867614117104241,79,0.03867614117104241,92,0.03867614117104241,99,0.03867614117104241,109,0.03867614117104241,119,AL013,AL01,AL0,AL,"(812.2, 1218.3, 1624.4, 2030.5, 2436.6)","(1044.26, 1566.38, 2088.51, 2610.64, 3132.77)","(1295.65, 1943.48, 2591.3, 3239.13, 3886.95)","(1431.02, 2146.53, 2862.03, 3577.54, 4293.05)","(1841.95, 2762.93, 3683.9, 4604.88, 5525.85)","(2277.06, 3415.59, 4554.12, 5692.64, 6831.17)","(1624.4, 2436.6, 3248.8, 4060.99, 4873.19)","(2088.51, 3132.77, 4177.02, 5221.28, 6265.53)","(2591.3, 3886.95, 5182.6, 6478.25, 7773.9)","(2862.03, 4293.05, 5724.07, 7155.09, 8586.1)","(3248.8, 4873.19, 6497.59, 8121.99, 9746.39)","(3635.56, 5453.34, 7271.11, 9088.89, 10906.67)","(129.57, 194.35, 259.13, 323.91, 388.7)","(152.77, 229.16, 305.54, 381.93, 458.31)","(177.91, 266.87, 355.82, 444.78, 533.73)","(191.45, 287.17, 382.89, 478.62, 574.34)","(376.13, 564.19, 752.25, 940.31, 1128.38)","(579.18, 868.76, 1158.35, 1447.94, 1737.53)","(1136.11, 1704.17, 2272.22, 2840.28, 3408.33)","(1426.18, 2139.27, 2852.37, 3565.46, 4278.55)","(1740.43, 2610.64, 3480.85, 4351.07, 5221.28)","(1909.63, 2864.45, 3819.27, 4774.09, 5728.9)","(3326.15, 4989.22, 6652.3, 8315.37, 9978.44)","(4873.19, 7309.79, 9746.39, 12182.98, 14619.58)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)",3571.35,4044.75,4557.6,4833.74,5144.7,5446.37
937,491912832,residential,"LINESTRING (19.6898842 41.6626485, 19.6927542 41.6628048, 19.6943045 41.6629691, 19.6953506 41.6628408, 19.6954632 41.6628689, 19.6961659 41.6635983, 19.6966616 41.663972)",1.0,,,0.6272142831681768,other,0.6267150426156949,0,0.6267150426156949,0,0.6267150426156949,0,0.6267150426156949,0,0.6267150426156949,0,0.17103441560002197,15,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(76.97, 115.45, 153.93, 192.41, 230.9)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(615.72, 923.59, 1231.45, 1539.31, 1847.17)",11750.91,11750.91,11750.91,11750.91,11750.91,3206.9
